CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
-,-,-,-,38739,Deprecated SSH Cryptographic Settings,3,3,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,22,NEW,679762276,10.66.179.36,10.66.179.36,,"Avoid using deprecated cryptographic settings. 
Use best practices when configuring SSH.
Refer to Security of Interactive and Automated Access Management Using Secure Shell (SSH) .
Settings currently considered deprecated:

1.Ciphers using CFB or OFB:
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):
These ciphers may be vulnerable to birthday attacks (Sweet32).
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, diffie-hellman-group14-sha1,gss-group1-sha1-*):
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.

5.Key exchange algorithm &quot;rsa1024sha1&quot;:
This algorithm is very uncommon and deprecated due to its short RSA key size.

6.MAC algorithm &quot;umac-32&quot;:
This algorithm is extremely uncommon and deprecated due to its very short MAC length.

7.Cipher &quot;none&quot;:
This cipher is available only in SSHv1.

8.MAC algorithm &quot;MD5&quot;:
All MD5 based mac algorithms are deprecated.

9.96-bit MAC:
both sha1 and sha2 variants of 96 bit macs are considered deprecated. 

10.CBC Ciphers:
All CBC Ciphers are deprecated.

As cryptographic attacks on SHA-1 (RFC 9142) become more feasible, the integrity and security of communications relying on it can be compromised. We agree that reporting diffie-hellman-group14-sha1 as deprecated is on harsher side of the gray area, but it ensures that you are aware of its weakness and the risks they pose. While it can be used as a last resort when no better options are available, this should be seen as an exception rather than a rule, highlighting the importance of transitioning to more secure algorithms whenever possible.
 
So, we recommend that you add an exception to ignore this QID if you want to continue to use this algorithm for some more time.(Avoid using deprecated cryptographic settings. <P>
Use best practices when configuring SSH.<P>
https://csrc.nist.gov/publications/detail/nistir/7966/final
Settings currently considered deprecated:<P>

1.Ciphers using CFB or OFB:<BR>
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.<P>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<BR>
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.<P>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<BR>
These ciphers may be vulnerable to birthday attacks (Sweet32).<P>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, diffie-hellman-group14-sha1,gss-group1-sha1-*):<BR>
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.<P>

5.Key exchange algorithm &quot;rsa1024sha1&quot;:<BR>
This algorithm is very uncommon and deprecated due to its short RSA key size.<P>

6.MAC algorithm &quot;umac-32&quot;:<BR>
This algorithm is extremely uncommon and deprecated due to its very short MAC length.<P>

7.Cipher &quot;none&quot;:<BR>
This cipher is available only in SSHv1.<P>

8.MAC algorithm &quot;MD5&quot;:<BR>
All MD5 based mac algorithms are deprecated.<P>

9.96-bit MAC:<BR>
both sha1 and sha2 variants of 96 bit macs are considered deprecated. <P>

10.CBC Ciphers:<BR>
All CBC Ciphers are deprecated.<P>

As cryptographic attacks on SHA-1 (RFC 9142) become more feasible, the integrity and security of communications relying on it can be compromised. We agree that reporting diffie-hellman-group14-sha1 as deprecated is on harsher side of the gray area, but it ensures that you are aware of its weakness and the risks they pose. While it can be used as a last resort when no better options are available, this should be seen as an exception rather than a rule, highlighting the importance of transitioning to more secure algorithms whenever possible.<P>
 
So, we recommend that you add an exception to ignore this QID if you want to continue to use this algorithm for some more time.<P>)",,No,No,-,4,"Jan 3, 2019",-,General remote services,MEDIUM,"Easy Exploit,Patch Not Available",-,-,-,1,A man-in-the-middle attacker may be able to exploit this vulnerability to record the communication to decrypt the session key and even the messages.<P>,No,2,334,,"#table cols=""2""
Type Name
key_exchange diffie-hellman-group14-sha1
cipher aes128-cbc
cipher aes192-cbc
cipher aes256-cbc
"
CVE-2023-48795,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",-,5.9,38913,SSH Prefix Truncation Vulnerability (Terrapin),4,4,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,12001,NEW,679762276,10.66.179.36,10.66.179.36,,"Customers are advised to refer to the individual vendor advisory for their operating system and install the patch released by the vendor. For more information regarding the vulnerability, please refer to  Terrapin Vulnerability (https://terrapin-attack.com/)",,No,No,37,4,"Dec 28, 2023","Dec 19, 2023",General remote services,MEDIUM,"Easy Exploit,Public Exploit",-,-,-,1,"Successful exploitation of the vulnerability may allow an attacker to downgrade the security of an SSH connection when using SSH extension negotiation. The impact in practice heavily depends on the supported extensions. Most commonly, this will impact the security of client authentication when using an RSA public key. <P>",No,2,334,,"SSH Prefix Truncation Vulnerability (Terrapin) detected on port: 12001
ChaCha20-Poly1305 Algorithm Support: True
CBC-EtM Algorithm Support: True
Strict Key Exchange algorithm enabled: False
"
CVE-2023-51384,"In ssh-agent in OpenSSH before 9.6, certain destination constraints can be incompletely applied. When destination constraints are specified during addition of PKCS#11-hosted private keys, these constraints are only applied to the first key, even if a PKCS#11 token returns multiple keys.",-,5.5,38928,OpenSSH Incomplete Constrains Sensitive Information Disclosure Vulnerability,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 9.6 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-9.6),,No,No,30,4,"May 10, 2024","Dec 17, 2023",General remote services,MEDIUM,Easy Exploit,-,-,-,1,Successful exploitation of this vulnerability leads to disclosure of sensitive information.<P>,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2018-15919,"Remotely observable behaviour in auth-gss2.c in OpenSSH through 7.8 could be used by remote attackers to detect existence of users on a target system when GSS2 is in use. NOTE: the discoverer states 'We understand that the OpenSSH developers do not want to treat such a username enumeration (or ""oracle"") as a vulnerability.'",5,5.3,38948,OpenSSH Sensitive Information to an Unauthorized Actor Vulnerability,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 7.9 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-7.9),,No,No,30,4,"May 15, 2024","Aug 27, 2018",General remote services,MEDIUM,Easy Exploit,-,-,-,1,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality.",No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2023-51385,"In ssh in OpenSSH before 9.6, OS command injection might occur if a user name or host name has shell metacharacters, and this name is referenced by an expansion token in certain situations. For example, an untrusted Git repository can have a submodule with shell metacharacters in a user name or host name.",-,6.5,38915,OpenSSH OS Command Injection Vulnerability,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 9.6 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-9.6),,No,No,37,4,"Jan 3, 2024","Dec 17, 2023",General remote services,MEDIUM,"Easy Exploit,Public Exploit",-,-,-,1,Successful exploitation allows attacker is able to manipulate input data in such a way that it is executed as a command by the operating system using OS command injection.<P>,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
-,-,-,-,38170,SSL Certificate - Subject Common Name Does Not Match Server FQDN,2,2,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,443,NEW,679762276,10.66.179.36,10.66.179.36,,Please install a server certificate whose Subject commonName or subjectAltName matches the server FQDN.(Please install a server certificate whose Subject commonName or subjectAltName matches the server FQDN.),,No,No,-,4,"Jan 24, 2003",-,General remote services,LOW,Patch Not Available,-,-,-,1,"A man-in-the-middle attacker can exploit this vulnerability in tandem with a DNS cache poisoning attack to lure the client to another server, and then steal all the encryption communication.",No,2,334,,"Certificate #0 emailAddress=support@zscaler.com,CN=*.zscalerone.net,OU=Zscaler,O=Zscaler_Inc.,L=San_Jose,ST=California,C=US (*.zscalerone.net) doesn't resolve
"
-,-,-,-,38739,Deprecated SSH Cryptographic Settings,3,3,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,12001,NEW,679762276,10.66.179.36,10.66.179.36,,"Avoid using deprecated cryptographic settings. 
Use best practices when configuring SSH.
Refer to Security of Interactive and Automated Access Management Using Secure Shell (SSH) .
Settings currently considered deprecated:

1.Ciphers using CFB or OFB:
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):
These ciphers may be vulnerable to birthday attacks (Sweet32).
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, diffie-hellman-group14-sha1,gss-group1-sha1-*):
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.

5.Key exchange algorithm &quot;rsa1024sha1&quot;:
This algorithm is very uncommon and deprecated due to its short RSA key size.

6.MAC algorithm &quot;umac-32&quot;:
This algorithm is extremely uncommon and deprecated due to its very short MAC length.

7.Cipher &quot;none&quot;:
This cipher is available only in SSHv1.

8.MAC algorithm &quot;MD5&quot;:
All MD5 based mac algorithms are deprecated.

9.96-bit MAC:
both sha1 and sha2 variants of 96 bit macs are considered deprecated. 

10.CBC Ciphers:
All CBC Ciphers are deprecated.

As cryptographic attacks on SHA-1 (RFC 9142) become more feasible, the integrity and security of communications relying on it can be compromised. We agree that reporting diffie-hellman-group14-sha1 as deprecated is on harsher side of the gray area, but it ensures that you are aware of its weakness and the risks they pose. While it can be used as a last resort when no better options are available, this should be seen as an exception rather than a rule, highlighting the importance of transitioning to more secure algorithms whenever possible.
 
So, we recommend that you add an exception to ignore this QID if you want to continue to use this algorithm for some more time.(Avoid using deprecated cryptographic settings. <P>
Use best practices when configuring SSH.<P>
https://csrc.nist.gov/publications/detail/nistir/7966/final
Settings currently considered deprecated:<P>

1.Ciphers using CFB or OFB:<BR>
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.<P>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<BR>
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.<P>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<BR>
These ciphers may be vulnerable to birthday attacks (Sweet32).<P>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, diffie-hellman-group14-sha1,gss-group1-sha1-*):<BR>
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.<P>

5.Key exchange algorithm &quot;rsa1024sha1&quot;:<BR>
This algorithm is very uncommon and deprecated due to its short RSA key size.<P>

6.MAC algorithm &quot;umac-32&quot;:<BR>
This algorithm is extremely uncommon and deprecated due to its very short MAC length.<P>

7.Cipher &quot;none&quot;:<BR>
This cipher is available only in SSHv1.<P>

8.MAC algorithm &quot;MD5&quot;:<BR>
All MD5 based mac algorithms are deprecated.<P>

9.96-bit MAC:<BR>
both sha1 and sha2 variants of 96 bit macs are considered deprecated. <P>

10.CBC Ciphers:<BR>
All CBC Ciphers are deprecated.<P>

As cryptographic attacks on SHA-1 (RFC 9142) become more feasible, the integrity and security of communications relying on it can be compromised. We agree that reporting diffie-hellman-group14-sha1 as deprecated is on harsher side of the gray area, but it ensures that you are aware of its weakness and the risks they pose. While it can be used as a last resort when no better options are available, this should be seen as an exception rather than a rule, highlighting the importance of transitioning to more secure algorithms whenever possible.<P>
 
So, we recommend that you add an exception to ignore this QID if you want to continue to use this algorithm for some more time.<P>)",,No,No,-,4,"Jan 3, 2019",-,General remote services,MEDIUM,"Easy Exploit,Patch Not Available",-,-,-,1,A man-in-the-middle attacker may be able to exploit this vulnerability to record the communication to decrypt the session key and even the messages.<P>,No,2,334,,"#table cols=""2""
Type Name
key_exchange diffie-hellman-group14-sha1
cipher aes128-cbc
cipher aes192-cbc
cipher aes256-cbc
"
CVE-2023-51767,"OpenSSH through 9.6, when common types of DRAM are used, might allow row hammer attacks (for authentication bypass) because the integer value of authenticated in mm_answer_authpassword does not resist flips of a single bit. NOTE: this is applicable to a certain threat model of attacker-victim co-location in which the attacker has user privileges.",-,7,38919,OpenSSH Authentication Bypass Vulnerability,4,4,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,There are no vendor supplied patches available at this time.(There are no vendor supplied patches available at this time.),,No,No,35,4,"Feb 15, 2024",-,General remote services,HIGH,"Easy Exploit,Patch Not Available",-,-,-,1,Successful exploitation allows OS command injection and row hammer attacks for authentication bypass.<P>,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2017-15906,"The process_open function in sftp-server.c in OpenSSH before 7.6 does not properly prevent write operations in readonly mode, which allows attackers to create zero-length files.",5,5.3,38905,OpenSSH Improper Authorization Vulnerability (CVE-2017-15906),2,2,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 7.6 or later to remediate these vulnerabilities.(https://www.openssh.com/),,No,No,30,4,"Jul 24, 2023","Oct 24, 2017",General remote services,MEDIUM,Easy Exploit,-,-,-,1,Successful exploitation allows a remote attacker having readonly access to create zero-length files resulting in improper authorization and lack of Integrity.<P>,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2020-14145,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client). NOTE: some reports state that 8.5 and 8.6 are also affected.,4.3,5.9,38902,OpenSSH Man-in-the-Middle (MITM) Attack Vulnerability,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,"Customers are advised to upgrade to OpenSSH 8.7 or later to remediate these vulnerabilities.
(https://www.openssh.com/
)",,No,No,30,4,"Jul 19, 2023","Apr 27, 2022",General remote services,MEDIUM,-,-,-,-,1,Successful exploitation allows man-in-the-middle attackers to target initial connection attempts <P>,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2018-20685,"In OpenSSH 7.9, scp.c in the scp client allows remote SSH servers to bypass intended access restrictions via the filename of . or an empty filename. The impact is modifying the permissions of the target directory on the client side.",2.6,5.3,38947,OpenSSH Multiple Security Vulnerabilities,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 8 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-8.0),,No,No,95,4,"May 15, 2024","Jan 30, 2019",General remote services,MEDIUM,"Active Attacks,Malware Name,Public Exploit,Ransomware",-,-,-,1,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality.",No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2019-6110,"In OpenSSH 7.9, due to accepting and displaying arbitrary stderr output from the server, a malicious server (or Man-in-The-Middle attacker) can manipulate the client output, for example to use ANSI control codes to hide additional files being transferred.",4,6.8,38947,OpenSSH Multiple Security Vulnerabilities,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 8 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-8.0),,No,No,95,4,"May 15, 2024","Jan 30, 2019",General remote services,MEDIUM,"Active Attacks,Malware Name,Public Exploit,Ransomware",-,-,-,1,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality.",No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2019-6111,"An issue was discovered in OpenSSH 7.9. Due to the scp implementation being derived from 1983 rcp, the server chooses which files/directories are sent to the client. However, the scp client only performs cursory validation of the object name returned (only directory traversal attacks are prevented). A malicious scp server (or Man-in-The-Middle attacker) can overwrite arbitrary files in the scp client target directory. If recursive operation (-r) is performed, the server can manipulate subdirectories as well (for example, to overwrite the .ssh/authorized_keys file).",5.8,5.9,38947,OpenSSH Multiple Security Vulnerabilities,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 8 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-8.0),,No,No,95,4,"May 15, 2024","Jan 30, 2019",General remote services,MEDIUM,"Active Attacks,Malware Name,Public Exploit,Ransomware",-,-,-,1,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality.",No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
CVE-2019-6109,"An issue was discovered in OpenSSH 7.9. Due to missing character encoding in the progress display, a malicious server (or Man-in-The-Middle attacker) can employ crafted object names to manipulate the client output, e.g., by using ANSI control codes to hide additional files being transferred. This affects refresh_progress_meter() in progressmeter.c.",4,6.8,38947,OpenSSH Multiple Security Vulnerabilities,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 8 or later to remediate this vulnerability.(https://www.openssh.com/txt/release-8.0),,No,No,95,4,"May 15, 2024","Jan 30, 2019",General remote services,MEDIUM,"Active Attacks,Malware Name,Public Exploit,Ransomware",-,-,-,1,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality.",No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
-,-,-,-,38173,SSL Certificate - Signature Verification Failed Vulnerability,2,2,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,443,NEW,679762276,10.66.179.36,10.66.179.36,,Please install a server certificate signed by a trusted third-party Certificate Authority.(Please install a server certificate signed by a trusted third-party Certificate Authority.),,No,No,-,4,"Jan 29, 2003",-,General remote services,MEDIUM,"Easy Exploit,Patch Not Available",-,-,-,1,"By exploiting this vulnerability, man-in-the-middle attacks in tandem with DNS cache poisoning can occur.
<P>
Exception:<BR>
If the server communicates only with a restricted set of clients who have the server certificate or the trusted CA certificate, then the server or CA certificate may not be available publicly, and the scan will be unable to verify the signature.",No,2,334,,"Certificate #0 emailAddress=support@zscaler.com,CN=*.zscalerone.net,OU=Zscaler,O=Zscaler_Inc.,L=San_Jose,ST=California,C=US ISSUER:_emailAddress=support@zscaler.com,CN=Zscaler_QA_Root_CA,OU=Zscaler,O=Zscaler\,_Inc.,L=San_Jose,ST=California,C=US unable to get local issuer certificate
"
CVE-2023-48795,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",-,5.9,38913,SSH Prefix Truncation Vulnerability (Terrapin),4,4,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,22,NEW,679762276,10.66.179.36,10.66.179.36,,"Customers are advised to refer to the individual vendor advisory for their operating system and install the patch released by the vendor. For more information regarding the vulnerability, please refer to  Terrapin Vulnerability (https://terrapin-attack.com/)",,No,No,37,4,"Dec 28, 2023","Dec 19, 2023",General remote services,MEDIUM,"Easy Exploit,Public Exploit",-,-,-,1,"Successful exploitation of the vulnerability may allow an attacker to downgrade the security of an SSH connection when using SSH extension negotiation. The impact in practice heavily depends on the supported extensions. Most commonly, this will impact the security of client authentication when using an RSA public key. <P>",No,2,334,,"SSH Prefix Truncation Vulnerability (Terrapin) detected on port: 22
ChaCha20-Poly1305 Algorithm Support: True
CBC-EtM Algorithm Support: True
Strict Key Exchange algorithm enabled: False
"
CVE-2018-15473,"OpenSSH through 7.7 is prone to a user enumeration vulnerability due to not delaying bailout for an invalid authenticating user until after the packet containing the request has been fully parsed, related to auth2-gss.c, auth2-hostbased.c, and auth2-pubkey.c.",5,5.3,38726,OpenSSH Username Enumeration Vulnerability,3,3,Potential,"Jul 24, 2024","Jul 24, 2024",-,-,NEW,679762276,10.66.179.36,10.66.179.36,,Customers are advised to upgrade to OpenSSH 7.8 or later versions to remediate this vulnerability.(https://www.openbsd.org/),,No,No,40,4,"Aug 17, 2018","Jul 30, 2018",General remote services,MEDIUM,"Active Attacks,Easy Exploit,Malware Name,Public Exploit",-,-,-,1,Successful exploitation allows an attacker to enumerate usernames on a targeted system.,No,2,334,,"Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 22 over TCP.Vulnerable SSH-2.0-OpenSSH_7.5 FreeBSD-20170903 detected on port 12001 over TCP.
"
-,-,-,-,38173,SSL Certificate - Signature Verification Failed Vulnerability,2,2,Confirmed,"Jul 24, 2024","Jul 24, 2024",TCP,443,NEW,679869609,10.66.179.35,10.66.179.35,,Please install a server certificate signed by a trusted third-party Certificate Authority.(Please install a server certificate signed by a trusted third-party Certificate Authority.),,No,No,-,4,"Jan 29, 2003",-,General remote services,MEDIUM,"Easy Exploit,Patch Not Available",-,-,-,1,"By exploiting this vulnerability, man-in-the-middle attacks in tandem with DNS cache poisoning can occur.
<P>
Exception:<BR>
If the server communicates only with a restricted set of clients who have the server certificate or the trusted CA certificate, then the server or CA certificate may not be available publicly, and the scan will be unable to verify the signature.",No,2,242,,"Certificate #0 emailAddress=support@zscaler.com,CN=*.zscalerone.net,OU=Zscaler,O=Zscaler_Inc.,L=San_Jose,ST=California,C=US ISSUER:_emailAddress=support@zscaler.com,CN=Zscaler_QA_Root_CA,OU=Zscaler,O=Zscaler\,_Inc.,L=San_Jose,ST=California,C=US unable to get local issuer certificate
"
